rank,person,telegram_username,telegram_messages,discord_username,discord_messages,x_posts,articles,videos,total,first,last,telegram_distinct_days,verified_activity_days_min,public_groups,identity_note,summary_tier,activity_summary
37,KOBA 🔮,@Huntkey,2433,,0,0,0,0,2433,2021-02-22,2025-01-23,148,148,3,Telegram human account; Discord not individually inventoried,over_1000,"Entre 2021-02-22 y 2025-01-23 registró 2.433 contribuciones, con mayor presencia en Koinos y Koinos Army. La clasificación del historial sitúa sus mensajes principalmente en precios, liquidez, exchanges y evolución del mercado, coordinación comunitaria, campañas, contenidos y difusión y conversación social, saludos, humor y cultura cotidiana del grupo. Entre los productos citados con más frecuencia aparecen Koinos Army, Kondor y KoinDX, lo que permite reconstruir qué partes del ecosistema seguía, probaba o comentaba. Este resumen describe actividad conversacional verificable; las menciones y el volumen no demuestran por sí mismos autoría técnica, liderazgo formal ni impacto del mismo nivel."
38,Roamin,@RoaminRo,16,_roamin_,2340,0,0,0,2356,2022-01-20,2024-07-22,6,6,3,Telegram human account; exact public Discord identity mapping,over_1000,"Entre enero de 2022 y julio de 2024 suma 2.356 contribuciones, de las cuales 2.340 proceden de Discord y solo 16 de los grupos públicos de Telegram. Creó el toolchain AssemblyScript que se convirtió en software first-party, Local-Koinos, My Koinos Wallet y su SDK, el primer puente Koinos-Ethereum end-to-end, WalletConnect, el SDK de Armana, el REST server original, get_contract_metadata, pruebas VRF/estrés y Koinos-Social con Kui. En Discord presentó AssemblyScript como un CDT tipo TypeScript y, al cerrar Koinos-Social, explicó que los usuarios conservaban sus claves y podían mover sus fondos. Su bajo volumen de Telegram demuestra por qué el total debe sumar plataformas; aun así, proyectos posteriores como Vortex o el REST de producción tuvieron otros autores y mantenedores."
39,Michael Vandeberg,@mvandeberg,1195,Vandeberg,901,0,0,0,2096,2020-10-07,2026-03-04,394,394,3,Telegram human account; exact public Discord identity mapping,over_1000,"Entre octubre de 2020 y marzo de 2026 registra 2.096 contribuciones, 901 de ellas en Discord. Como fundador y blockchain architect explicó minería, dificultad, microservicios, contratos de sistema, StateDB, KCS, upgrades y operación; en la muestra temática predominan desarrollo, protocolo, nodos y seguridad. Señaló desde el fair launch que aumentar la frecuencia de pruebas no elevaba el hash rate y en 2025 publicó y apoyó la propuesta KCS-4, además de diagnosticar problemas operativos como límites de descriptores. Es actividad técnica fundacional, pero la atribución de código concreto debe seguir commits y revisiones."
40,Adriano Foschi,@adrihoke,2026,,0,0,0,0,2026,2023-04-02,2026-06-27,387,387,7,Telegram human account; Discord not individually inventoried,over_1000,"Entre abril de 2023 y junio de 2026 publicó 2.026 mensajes, principalmente sobre Konio, Sovrano, Veive, integración de wallets, seguridad y desarrollo. Creó el primer wallet móvil nativo de Koinos, el framework modular de smart accounts Veive, la línea de autenticación/pagos Sovrano, Sovry y el prototipo Kuku Games, además de coordinar onboarding y planificación comunitaria. Sus mensajes muestran soporte a dApps y un esfuerzo constante por ocultar claves, mana y complejidad tras interfaces familiares. Las menciones de otros wallets o servicios son integración y comparación, no autoría de esos productos."
41,carlos🔮,@Carlos_S_V,1911,,0,0,0,0,1911,2022-09-30,2025-09-17,281,281,7,Telegram human account; Discord not individually inventoried,over_1000,"Entre 2022-09-30 y 2025-09-17 registró 1.911 contribuciones, con mayor presencia en Koincast / Koinos Hispano y Koinos. La clasificación del historial sitúa sus mensajes principalmente en coordinación comunitaria, campañas, contenidos y difusión, precios, liquidez, exchanges y evolución del mercado y wallets, exploradores y dApps del ecosistema. Entre los productos citados con más frecuencia aparecen Kondor, MEXC y KoinDX, lo que permite reconstruir qué partes del ecosistema seguía, probaba o comentaba. Este resumen describe actividad conversacional verificable; las menciones y el volumen no demuestran por sí mismos autoría técnica, liderazgo formal ni impacto del mismo nivel."
42,Sh11fty,@Sh11fty,1887,,0,0,0,0,1887,2023-12-16,2025-04-13,224,224,3,Telegram human account; Discord not individually inventoried,over_1000,"Entre 2023-12-16 y 2025-04-13 registró 1.887 contribuciones, con mayor presencia en Koinos Army y Koinos. La clasificación del historial sitúa sus mensajes principalmente en precios, liquidez, exchanges y evolución del mercado, wallets, exploradores y dApps del ecosistema y soporte de transacciones, custodia, seguridad y prevención de estafas. Entre los productos citados con más frecuencia aparecen MEXC, KoinDX y Chainge, lo que permite reconstruir qué partes del ecosistema seguía, probaba o comentaba. Este resumen describe actividad conversacional verificable; las menciones y el volumen no demuestran por sí mismos autoría técnica, liderazgo formal ni impacto del mismo nivel."
43,⟁ ⃤Aʟı,@Ali_8803,1768,,0,0,0,0,1768,2023-04-06,2023-05-30,38,38,3,Telegram human account; Discord not individually inventoried,over_1000,"Entre 2023-04-06 y 2023-05-30 registró 1.768 contribuciones, con mayor presencia en Koinos Army y Koinos. La clasificación del historial sitúa sus mensajes principalmente en precios, liquidez, exchanges y evolución del mercado, soporte de transacciones, custodia, seguridad y prevención de estafas y conversación social, saludos, humor y cultura cotidiana del grupo. Entre los productos citados con más frecuencia aparecen MEXC y KoinDX, lo que permite reconstruir qué partes del ecosistema seguía, probaba o comentaba. Este resumen describe actividad conversacional verificable; las menciones y el volumen no demuestran por sí mismos autoría técnica, liderazgo formal ni impacto del mismo nivel."
44,Dokterkraakbeen,@Dokterkraakbeen,1713,,0,0,0,0,1713,2021-10-23,2026-07-15,426,426,9,Telegram human account; Discord not individually inventoried,over_1000,"Entre octubre de 2021 y julio de 2026 registró 1.713 mensajes vinculados sobre todo a comunicación, KoinDX, Kollection, NFTs y soporte. Lanzó Planet Koinos como recurso visual y de traducción, rediseñó KoinDX, fue coautor nominal de KCS-2, integró el equipo de lanzamiento de Kollection y coordinó la vertiente visual y de patrocinio de KAMP. El corpus muestra diseño, estándares, producto y operación sostenida, pero no un historial público que permita atribuirle contratos del DEX o marketplace."
45,Pepper,@PepperPetey,1677,,0,0,0,0,1677,2021-11-14,2023-12-06,207,207,4,Telegram human account; Discord not individually inventoried,over_1000,"Entre 2021-11-14 y 2023-12-06 registró 1.677 contribuciones, con mayor presencia en Koinos y Koinos Army. La clasificación del historial sitúa sus mensajes principalmente en precios, liquidez, exchanges y evolución del mercado, coordinación comunitaria, campañas, contenidos y difusión y conversación social, saludos, humor y cultura cotidiana del grupo. Entre los productos citados con más frecuencia aparecen MEXC, Kollection y KAP, lo que permite reconstruir qué partes del ecosistema seguía, probaba o comentaba. Este resumen describe actividad conversacional verificable; las menciones y el volumen no demuestran por sí mismos autoría técnica, liderazgo formal ni impacto del mismo nivel."
46,silas,@trelllo,1677,,0,0,0,0,1677,2022-02-02,2024-03-17,151,151,6,Telegram human account; Discord not individually inventoried,over_1000,"Entre 2022-02-02 y 2024-03-17 registró 1.677 contribuciones, con mayor presencia en Koinos Army y Koinos. La clasificación del historial sitúa sus mensajes principalmente en precios, liquidez, exchanges y evolución del mercado, conversación social, saludos, humor y cultura cotidiana del grupo y wallets, exploradores y dApps del ecosistema. Entre los productos citados con más frecuencia aparecen MEXC, Koiner y Kondor, lo que permite reconstruir qué partes del ecosistema seguía, probaba o comentaba. Este resumen describe actividad conversacional verificable; las menciones y el volumen no demuestran por sí mismos autoría técnica, liderazgo formal ni impacto del mismo nivel."
47,Carlos,@Carlos_BTC,1606,,0,0,0,0,1606,2022-11-01,2026-04-27,277,277,5,Telegram human account; Discord not individually inventoried,over_1000,"Entre 2022-11-01 y 2026-04-27 registró 1.606 contribuciones, con mayor presencia en Koincast / Koinos Hispano y Koinos. La clasificación del historial sitúa sus mensajes principalmente en precios, liquidez, exchanges y evolución del mercado, coordinación comunitaria, campañas, contenidos y difusión y wallets, exploradores y dApps del ecosistema. Entre los productos citados con más frecuencia aparecen MEXC, Kondor y Konio, lo que permite reconstruir qué partes del ecosistema seguía, probaba o comentaba. Este resumen describe actividad conversacional verificable; las menciones y el volumen no demuestran por sí mismos autoría técnica, liderazgo formal ni impacto del mismo nivel."
48,John 🔮,@Tlaw672,1505,,0,0,0,0,1505,2022-01-15,2024-06-20,261,261,5,Telegram human account; Discord not individually inventoried,over_1000,"Entre 2022-01-15 y 2024-06-20 registró 1.505 contribuciones, con mayor presencia en Koinos Army y Koinos. La clasificación del historial sitúa sus mensajes principalmente en precios, liquidez, exchanges y evolución del mercado, coordinación comunitaria, campañas, contenidos y difusión y conversación social, saludos, humor y cultura cotidiana del grupo. Entre los productos citados con más frecuencia aparecen MEXC, KoinDX y Kondor, lo que permite reconstruir qué partes del ecosistema seguía, probaba o comentaba. Este resumen describe actividad conversacional verificable; las menciones y el volumen no demuestran por sí mismos autoría técnica, liderazgo formal ni impacto del mismo nivel."
49,Lucky Bitcoin,@ctyour,1472,,0,0,0,0,1472,2022-10-29,2026-07-12,160,160,5,Telegram human account; Discord not individually inventoried,over_1000,"Entre 2022-10-29 y 2026-07-12 registró 1.472 contribuciones, con mayor presencia en Koinos y Koinos Army. La clasificación del historial sitúa sus mensajes principalmente en wallets, exploradores y dApps del ecosistema, precios, liquidez, exchanges y evolución del mercado y código, contratos, APIs, testnet, mainnet y resolución de errores. Entre los productos citados con más frecuencia aparecen KoinDX, Portal y KoinCity, lo que permite reconstruir qué partes del ecosistema seguía, probaba o comentaba. Este resumen describe actividad conversacional verificable; las menciones y el volumen no demuestran por sí mismos autoría técnica, liderazgo formal ni impacto del mismo nivel."
50,X,,1371,,0,0,0,0,1371,2022-08-28,2026-07-01,220,220,3,Telegram human account; Discord not individually inventoried,over_1000,"Entre 2022-08-28 y 2026-07-01 registró 1.371 contribuciones, con mayor presencia en Koinos Army y Koinos. La clasificación del historial sitúa sus mensajes principalmente en precios, liquidez, exchanges y evolución del mercado, wallets, exploradores y dApps del ecosistema y conversación social, saludos, humor y cultura cotidiana del grupo. Entre los productos citados con más frecuencia aparecen MEXC, KoinDX y Koiner, lo que permite reconstruir qué partes del ecosistema seguía, probaba o comentaba. Este resumen describe actividad conversacional verificable; las menciones y el volumen no demuestran por sí mismos autoría técnica, liderazgo formal ni impacto del mismo nivel."
51,Ederaleng,@ederaleng,1005,ederaleng,356,0,0,0,1361,2020-04-16,2026-02-27,275,275,6,Telegram human account; exact public Discord identity mapping,over_1000,"Entre abril de 2020 y febrero de 2026 suma 1.361 contribuciones verificadas, incluidas 356 de Discord. Como cofundador y CTO original de KoinDX, colaborador de Kollection, responsable técnico del Vortex reanudado y miembro fundador de la Fundación, trabajó en contratos, SDKs, pruebas, registries, validators, relayers, despliegues y liquidez multichain. Sus conversaciones cubren KoinDX, Chainge/Vortex, mercado, integración y soporte; el peso técnico se confirma en artefactos, no se deduce solo del volumen."
